Notice ID,Publication date,Contracting authority name,Contracting authority country code,ContractID,Title,Description,Value,Currency,Awarded supplier,Awarded supplier country code,Justification
2023/S 088-269015,2023-05-05,Aalto University sr,FI,1,Cryogen-free dilution refrigerator,Cryogen-free dilution refrigerator,Missing: Amount,Missing: Amount,no awarded supplier,no awarded supplier,Missing: Justification
2023/S 060-176410,2023-03-24,Technische Diensten KU Leuven,BE,1,AMMO22-3742_levering en installatie van een cryogen-free dilution refrigerator (DR) system_KANDIDAATSTELLING,levering en installatie van een cryogen-free dilution refrigerator (DR) system,0.01,EUR,Qinu GmbH,DE,Missing: Justification
2017/S 027-047485,2017-02-08,Technische Universiteit Delft,NL,2016 — 100,Cryo-free dilution refrigerator with the maximum level of vibration isolation,The purchase concerns a Cryo-free dilution refrigerator with the maximum level of vibration isolation for Quantum Nanoscience of the TU Delft. The Cryo-free dilution refrigerator will be required in order to be able to execute the ERC Project ‘Quantum Optomechanics in 3D’ properly. The device will be specially designed and built for the subsidized research and will therefore be part of the overall research. Continuous adjustments will be executed based on the research results and therefore the Cryo-free dilution fridge will be in on-going development. Market research has shown that only one supplier is qualified for the collaboration in this research project.,360980.00,EUR,BlueFors Cryogenics Oy Ltd,FI,Missing: Justification
2021/S 087-224709,2021-05-05,Aalto University Foundation sr,FI,1,Large Diameter Cryogen-free Dilution Refrigerator,"In order to maintain its leading position in low temperature and quantum technology research, Aalto University needs a large diameter dilution refrigerator that allows multiuser usage and realization of complex quantum circuits experiments. This refrigerator would serve as a platform for multiuser research which requires a dedicated, specialised setup to satisfy requirements of infrastructure users. The development and investigation of different quantum systems require an extended set of cryogenic electronics, dedicated optical input/output lines and different wiring operating both in the GHz and low frequency ranges.",477500.00,EUR,Bluefors Oy,FI,Missing: Justification
2021/S 087-224708,2021-05-05,Aalto University Foundation sr,FI,D/850/01.01.04.00/2020,Cryogen-free Platform for Complex Quantum Technology Experiments,"In order to maintain its leading position in low temperature and quantum technology research, Aalto University needs a very large diameter dilution refrigerator with high cooling power and reduced electromagnetic noise and mechanical vibration that allows building complex quantum circuits, such as quantum simulators or qubit processors. This refrigerator would serve as a platform for long-term research which requires a dedicated, specialised setup that cannot be provided by any of the existing refrigerators at Aalto University. The development and investigation of large-scale quantum computing systems requires an extended set of cryogenic electronics and wiring operating in the GHz frequency range. The set of required cryogenic electronics (including at least 76 attenuated RF lines and 8 RF lines equipped with RF cryogenic amplifiers and circulates) shall be installed in the device.",732500.00,EUR,Bluefors Oy,FI,Missing: Justification
2024/S 195-603080,2024-10-07,Københavns Universitet,DK,LOT-0000,SAMPLE BOARDS FOR QINU SYSTEM,"Selve prøven bliver klistret på et ’daughter board’. Disse daughter boards er en brugs-varer siden man nogle gange gerne vil beholde prøverne på boardsne efter de er blevet målt. Vi starter med at bestille 100 daughter boards. For at forbinde kryostaten til daugther boardet skal man have et board system som agerer bindeled. Til Qinu’en har vi kun brug for er board system: • Et mainboard • En interposer • Et EM skjold • 2x 8-kanal mini-coax cable • 2x nano-D jumper cable, uden nikkel Ud over board systemet skal vi også bruge en jordingsplade og en tilhørende interposer. Denne er nødvendig når vi bonder/tråder ledninger fra prøve til daugther board og er også essentiel til at jorde prøven mens den bliver transporteret fra bonder til kryostat. Leverandøren skal blot levere produktet, så installerer vi selv.",20647,EUR,QM Technologies ApS,DK,Komponenterne i boardsne skal være uden ferromagnetiske materialer så som nikkel og jern. Boardet skal være småt nok til at det kan placeres både parallelt og vinkelret inde i Qinu’ens magnet. Dette er vigtigt da orienteringen bestemmer hvilken retning kryostatens magnetfelt rammer vores prøve med. Det kan fx være krav til: • Funktionalitet • Kvalitet • Æstetik • Levering (hvordan der leveres) • Installation • Support/oplæring
2022/S 137-391722,2022-07-19,Helmholtz-Zentrum Dresden-Rossendorf e.V.,DE,1,"Delivery, installation, commissioning and acceptance of a superconducting magnetic system","A new superconducting magnetic cryostat needs to be installed at the TELBE terahertz facility at the Institute of Radiation Physics of the HZDR, which will enable the measurement of terahertz-driven ultrafast processes under extreme conditions. Magnetic fields up to 10 Tesla and temperatures below 2 K are supposed to be achieved. This will open up new experimental possibilities for the study of exotic phenomena in a variety of materials (superconductors, ""spin liquids"", topological insulators, etc.). The system should be equipped with a variable temperature insert to achieve a base temperature below 2 K, and it should be optimized for optical access with large THz beams, i.e. with maximized numerical aperture, to allow highest possible THz field strength at the sample. These parameters are crucial for future studies of the nonlinear THz-induced dynamics of quantum states in matter. The scope of deliveries and services includes: - delivery at the place of usage - SAT (Site Acceptance Test) - user documentation in English or German - installation and instruction at place",0.01,EUR,Oxford Instruments GmbH,DE,Missing: Justification
2021/S 184-478316,2021-09-22,Aalto University Foundation sr,FI,D/655/01.01.04.00/2021,Cryogen-free dilution refrigerator,Dry dilution refrigerator,368116.00,EUR,Bluefors Oy,FI,Missing: Justification
2022/S 206-587804,2022-10-25,Universität Hamburg,DE,1,Lieferung eines völlig kryogenfreien Verdünnungskühlschranks mit Vektormagnet,"Einmalige Lieferung eines völlig kryogenfreien Verdünnungskühlschranks mit Vektormagnet, der die hohen technischen Anforderungen der Universität Hamburg erfüllen kann. Dies erfolgt in enger Abstimmung mit Center for Optical Quantum Technology der Universität Hamburg.",215000.00,EUR,Bluefors Oy,FI,"Die umfangreichen technischen Anforderungen verhindern einen fairen Wettbewerb, da einzig an die zu vergebende Firma, die folgenden technischen Anforderungen erfüllen kann:- Ein supraleitender Vektormagnet mit einem Feld von mindestens Z-X-Y = 2-0,5-0,5T und rauscharmer Dauerstromschalter. Der Durchmesser der Bohrung (ausgerichtet auf die Z-Achse) muss 95 mm oder mehr betragen, um zwei Faserkopplungsanordnungen, ein Gasabstimmungssystem und ein Mikroskop Objektiv. - Ein zentraler Sichtlinienanschluss für ein optisches konfokales Mikroskop, ausgerichtet auf die Bohrung des Magneten ausgerichtet ist, so dass die optischen Komponenten nicht entfernt werden müssen, wenn der Kryostat geöffnet wird. - eine praxiserprobte integrierte interne Kühlfalle für die Mischungsleitung, die lange Messzeiten (2 Jahre) ohne Zufuhr von flüssigem Stickstoff oder anderen flüssigen Kryogenen Weitere Anforderungen sind: - Mehr als 330uW Kühlleistung bei 100mK in der Mischkammer. - Kryokühler mit geschlossenem Kreislauf mit 2 W Kühlleistung bei 4K, betrieben von einem Kompres-sor mit nicht mehr als 15 kW Leistung, 3-Phasen-Anschluss und einem Kühlwasserbedarf von nicht mehr als 10 L/min bei 14°C Eintrittstemperatur, nicht größer als 62 x70 x 100cm. - Schwingungsisolierung vom Boden und vom Kühlkopf des Kryokühlers. - Entkoppelter Kaltkopf des Kryokühlers vom Kryostaten - Passive luftgedämpfte Aufhängung (bei Bedarf auf aktive Schwingungsisolierung aufrüstbar) - Fernsteuerung des Kryostaten und des Magneten sowie eine API zur Überwachung der Temperatu-ren von Probe, Mischkammer und Magnet. - Das Öffnen und Schließen des Kryostaten sollten von einer einzigen Person möglich sein - Lange Lebensdauer des Systems, wartbares Teilsystem - Kryo-Kühler: 20 000 Stunden - Pumpen und Kompressoren: 3 Jahre - Dauerstromschalter für alle 3 Achsen, mit Drift <30ppm/h - 6 thermische Koaxialleitungen von der Raumtemperatur zur Mischkammer, von denen zwei für hohe Leistungen bis zu 18 GHz geeignet sind. - Thermalisierte Gleichstromleitungen zum Betrieb von 9 Nanopositionierern in der Mischkammer - Ein zusätzlicher Sichtanschluss für das Gasabstimmungssystem bis hinunter zur Mischkammer. Unter Berücksichtigung der o. g. besonderen technischen Aspekte kann in der Gesamtschau und unter Abwägung aller vorliegenden Tatsachen nur ein Verhandlungsverfahren ohne Teilnahmewettbewerb gem. § 14 Abs. 4 Nr. 2b, 2c, 4 VgV i. V. m. § 17 Abs. 5 VgV erfolgen, da die geplanten Forschungsarbeiten nur mit diesem Gerät erfüllt werden können. Insbesondere die hiesigen technischen Anforderungen führen in der Konsequenz dazu, dass ein Offenes Verfahren für dieses geplante Beschaffungsverfahren weder möglich, noch wirtschaftlich vertretbar erscheint."
2018/S 034-073962,2018-02-17,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2016/S 131-236110,2016-07-09,Kungliga Tekniska Högskolan,SE,1,Cryogen free ultra-low temperature system for high-frequency transport measurements.,"The Department of Applied Physics at KTH Royal Institute of Technology requires a complete cryogen-free dilution refrigerator (DR) system with large diameter mixing plate and base temperature of 10 mK or below. The DR will be used by graduates students and post doctors for research on quantum technologies, with stringent requirements on low electrical noise, low mechanical vibration with shielded and filtered electrical wiring access for microwave frequencies.",Missing: Amount,Missing: Amount,Oxford Instruments Nanoscience,Missing: Awarded Supplier Country,Missing: Justification
2019/S 180-438232,2019-09-18,Chalmers Tekniska Högskola Aktiebolag,SE,1,Dilution Refrigerators,"Dilution refrigerators for electronic measurements at low temperatures. The systems must use a helium mixture in a closed circulation system to reach 0,01 K temperatures, and a pulse tube cooler to maintain a pre-cooling stage at 4 K without using liquid cryogens.",953800,EUR,BLueFors Cryogenics Oy,FI,Missing: Justification
2024/S 232-726453,2024-11-28,Stichting Nederlandse Wetenschappelijk Onderzoek Instituten (NWO-I),NL,LOT-0000,cryogen free dilution refrigerator,cryogen free dilution refrigerator 1 system,559129,EUR,Bluefors,NL,Missing: Justification
2022/S 229-658970,2022-11-28,Forschungszentrum Jülich GmbH,DE,W60/42314421,Herstellung und Lieferung eines 3-stufigen Kryostaten für das Instrument DNS am JCNS-MLZ in Garching.,Herstellung und Lieferung eines 3-stufigen Kryostaten für das Instrument DNS am JCNS-MLZ in Garching.,1.00,EUR,Oxford Instruments GmbH,DE,Missing: Justification
2024/S 233-728940,2024-11-29,Aalto University Foundation sr,FI,LOT-0000,Table-top cryogen-free dilution refrigerator,Table-top cryogen-free dilution refrigerator.,434610,EUR,Qinu GmbH,DE,Missing: Justification
2017/S 201-413432,2017-10-19,Collège de France,FR,27-2017,Fourniture d'un cryostat à dilution à tube pulsé pour une jeune équipe de l'institut de physique du Collège de France,"Le présent marché a pour objet la fourniture, la livraison, l'installation, la mise en service, la formation et la garantie de l'appareillage cryostat à dilution à tube pulsé.",176000,EUR,bluefors Cryogenics Oy Ltd,FI,Missing: Justification
2018/S 159-364453,2018-08-21,Universiteit Twente,NL,15TNW147237,Aanschaf dilution refrigerator,Aanschaf dilution refrigerator. op dit apparaat zijn patenten van toepassing.,413223.00,EUR,Oxford Instruments NanoScience,UK,Missing: Justification
2025/S 39-124269,2025-02-25,Københavns Universitet,DK,LOT-0000,2 Dilution Refrigerators,"2 dilution refrigerators, each with - 1 gas handling system, including 18L of He3, and LN trap - 1 cryocooler - 1 thermometry - 1 4K heater - 1 mixing-chamber radiation shield and 1 magnetic shield - 1 vibration isolation frame - Microwave input and output wiring - DC wiring",990771,EUR,Bluefors Oy,FI,"By using two dilution refrigerators, the research group will conduct studies on quantum physics with superconducting quantum devices, which are highly sensitive to even small perturbations in electromagnetic fields, radiation, and vibrations. The cryogenic systems must be equipped with both radiation and magnetic shielding, as well as effective vibration isolation. The proposed research focuses on exploring novel methods for controlling and measuring superconducting quantum circuits, studying emergent phenomena in quantum optics, and developing hybrid quantum systems. Therefore, rather than prioritizing high-density cryogenic wiring, the key requirements are a reasonably fast thermal cycle turnaround time—enabling the characterization of multiple samples—and a sufficiently large sample space at the base temperature stage to accommodate numerous sample packages, cryogenic microwave components, and cryogenic switches. Both main suppliers, i.e., BlueFors and Oxford Instruments meet the basic specifications for fridge performance, including sufficient cooling power, good vibration isolation, and measurement capabilities. However, BlueFors offers two key technical advantages: 1. Faster Thermal Cycle: BlueFors refrigerators achieve faster thermal cycling primarily due to the installation of a magnetic shield at the 300-K vacuum can and the availability of a 4-K heater. This enables cooling within 30 hours and warming within 20 hours, even with both radiation and magnetic shielding fully installed inside the fridge. While Oxford Instruments also offers a built-in magnetic shield, it is only at the 4-K stage, and they do not provide a 4-K heater, resulting in significantly longer cooling and warming times. 2. Flexible Sample Space Design: BlueFors provides greater design flexibility for the sample space, which is crucial for balancing the trade-off between maximizing sample space and minimizing cooling time. Bluefors can offer the required sample space without significant increases in lead time or cost. In contrast, Oxford Instruments provides only two standard sample space options, neither of which fully meet the lab's requirements. While Oxford offers custom-made designs, they come with increased lead times and higher costs."
2017/S 160-330374,2017-08-23,Helmholtz-Zentrum Dresden-Rossendorf e. V.,DE,4640025950,Kryogenfreier Entmischungskryostat mit Magneten,"Lieferung, Installation und Inbetriebnahme eines kryogenfreier Entmischungskryostats mit Magneten. Umfang der Lieferung: — Entmischungskühler; — He3/He4 Mixtur; — Magnet inklusive Magnetsteuerung; — Antivibrationsstand mit Bodenmontage; — Verkabelung für DC und AC elektrische Messungen; — Vorrichtung zum schnellen Probenwechsel; — Messsystem für Quantenelektronik. Leistungsmerkmale der Anlage: — Basistemperatur < 10 mK; — Kühlleistung 500 µW bei 100 mK und 15µW bei 20 mK; — Magnetfeld bis 5T; — Probenwechsel mit Abkühlung in unter 10 Stunden.",1.00,EUR,Oxford Instruments GmbH – Nanoscience,DE,"Eingesetzt werden soll ein trockener Kryostat. Die Firma Oxford Instruments (OI) hat in Messungen nachgewiesen, dass die Schwingungen in diesem System unter der geforderten Amplitude von 100nm bleiben. Der Kryostat dieser Firma liefert außerdem die erforderliche Kühlleistung um den Messaufbau mitsamt den elektrischen Verbindungen auf Temperaturen unter 15 mK zu kühlen und auch während der Messungen bei diesen Temperaturen halten zu können. Die Probenkammer des Kryostaten muss einen Innendurchmesser von mindestens 20 cm haben. Der OI Kryostat erfüllt diese Voraussetzungen. Für den Betrieb mit wechselnden Nutzern sind zwei Bedingungen zu erfüllen: 1. Möglichkeit des Wechsels verschiedener Proben in kürzester Zeit. 2. Die mit verschiedenen Proben verbundenen Versuchsaufbauten müssen sich mit geringstmöglichem Aufwand anpassen lassen. Am geeignetsten scheint hier eine Lösung, bei der die Verdrahtung der Probe nicht verändert werden muss. Das Gerät von OI ist das einzige am Markt befindliche Gerät, das beide Voraussetzungen erfüllt. Die Lösungen sind dabei von Patenten geschützt. 1. Der Kryostat von OI kann mit einem speziellen Lademechanismus ausgerüstet werden, der einen Probenwechsel in < 30 Minuten erlaubt und außerdem den Abkühlvorgang auf ca. 10 Stunden verkürzt. Verglichen mit einem Kryostaten herkömmlicher Bauart, bei dem Probewechsel typischerweise 30 Stunden dauern, erlaubt das System von OI die Messung einer erheblich größeren Anzahl von Proben. Im Projekt HEMF ist von einer erhöhten Fehleranfälligkeit der Bauteile, die zu charakterisieren sind, auszugehen. Um dennoch im Rahmen einer Messzeit eines externen Nutzers zu verwertbaren Ergebnissen zu kommen, ist der von OI angebotene und patentierte Probenwechselmechanismus unerlässlich. 2. Die Proben, die im Kryostaten abgekühlt werden, werden mit Hilfe eines externen elektronischen Versuchsaufbaus charakterisiert. Wegen der hohen Empfindlichkeit dieser Aufbauten ist dabei ein großer Entwicklungsaufwand mit dem Wechsel der Versuche verbunden. Dieser Aufwand kann im normalen Betrieb mit wechselnden Nutzern nicht geleistet werden. Eine Neuentwicklung OIs, die nur zusammen mit dem hier beschriebenen Kryostaten betrieben werden kann, bietet hier eine Lösung. In der Nanonis kann ein Wechsel der Instrumente ohne Wechsel der Verkabelung durchgeführt werden. Dies ermöglicht es auch, einen Versuchsaufbau zu entwickeln ohne dass Zugang zum eigentlichen Messaufbau besteht."
2023/S 242-761385,2023-12-15,Institute of Science and Technology Austria,AT,1,Dilution refrigerator,"Die Modic-Gruppe führt winkelabhängige Untersuchungen der magnetischen Eigenschaften einer breiten Palette von Quantenmaterialien durch, darunter unkonventionelle Supraleiter und Quantenspinflüssigkeiten. In einigen Fällen ist eine Basistemperatur von deutlich unter 300 mK (die niedrigste Temperatur, die derzeit im Modic-Labor) benötigt, um magnetische oder supraleitende Übergänge zu beobachten oder um Merkmale zu schärfen die mit versteckter Ordnung oder potenziell topologischen Phasen verbunden sind. Der einzigartige Aspekt unserer Haupt Technik ist die hohe Empfindlichkeit gegenüber der magnetischen Anisotropie, die durch kleine Winkeländerungen der Variationen der kristallographischen Orientierungen in Bezug auf das externe Magnetfeld. Die Notwendigkeit Die Notwendigkeit, die Probe mit hoher Präzision im Magnetfeld zu reorientieren, erfordert eine hohe Kühlleistung, um die um die mit der piezoelektrisch angetriebenen Probenrotation verbundene Erwärmung zu minimieren.",1,EUR,Oxford Instruments GmbH,DE,Missing: Justification
2023/S 107-335382,2023-06-06,University of Copenhagen,DK,1,L-TYPE RAPID w. 55 mm puck and magnet,"We are looking to buy a dual-ADR refrigerator. It is a versatile system for cooling down sample all the way to 100 mK within 4 hours. Besides the two ADR magnets, it also has a third sample magnet up to 4 tesla. Such a tool will be essential for fast electrical characterization of the novel materials we plan to develop at NQCP. The system will simultaneously be used for teaching purposes, for which the fast cool down time is essential.",491055.00,EUR,Kiutra,DE,"The following is crucial for our choice of cryostat for quick electrical characterization and teaching: The cryostat must be able to maintain 300 mK and reach and hold 100 mK for >3 hour, to see certain physical phenomena. We will be looking at low critical temperature superconductors like Al, as well as quantum phenomena like quantum point contact steps, quantum dots, and fractional quantum Hall effect where thermal broadening can blur the effects making them unmeasurable. For long scans, it is essential to maintain a constant temperature below 500 mK for many hours or days. Certain measurements require a temperature of 100 mK. Must support temperature sweeps from base up to 200 K. Temperature dependence of measurable quantities are need to extract certain material parameters. Therefore temperature sweeps from base up to 200 K are essential. DC + RF in the same system Some of our characterization tests will need a combination of DC and RF measurements making it essential to have options both available in the same cool down. To enable simultaneous cooldown of multiple devices on the same chip we want 48 or more DC lines and 4 or more RF lines. Integrated filters for low electron temperatures Besides the sample stage, our electrons also need to be cold for our experiments. Filters like the RF+RC QFilters are essential for all DC lines. Without proper filtering, the electrons will be much hotter than the measured stage temperatures. Fast cooldown times below 4 hours. We need a system that you can cool down in the morning and then have it at base in the afternoon. This allows a fast feedback loop for our characterization efforts which will be crucial for our material development efforts. Also, for teaching purposes, this allows students to experience loading, cooldown and measurements in a single day. Magnetic fields of 4 tesla or more Some of our experiments, like quantum Hall, will require multiple tesla applied perpendicular to our samples ADR refrigeration is required. We want to teach our students about ADR refrigeration, for which seeing and controlling the field and temperature curves in real life is an ideal learning experience. Cross compatibility with QBoards We aim to have all measurement setups using QBoards. This allows transfer of samples to different measurement setups without having to rewire. Rewiring can destroy devices and should therefore be avoided whenever possible. If any of the above is unclear, then we can supply additional information."
2023/S 033-095411,2023-02-15,Technische Universität München,DE,1,14 Tesla solenoid magnet,The procurement consists of: - an upgrade kit for an already procured Oxford Instruments Porteox MX cryostat to allow equipping the instrument with a 14 T solenoid magnet (77 mm bore) - a 14 T (77 mm bore) superconducting solenoid magnet for a Proteox MX - a frame extension for a Proteox MX to allow accommodation of the 14 T magnet,247842.00,EUR,Oxford Instruments GmbH,DE,Missing: Justification
2024/S 202-623884,2024-10-16,Laboratoire National de Métrologie et d'essais,FR,LOT-0001,Lot 1 - qubits supraconducteurs,Lot 1 - qubits supraconducteurs,526000,EUR,BLUEFORS OY,FI,Missing: Justification
2024/S 202-623884,2024-10-16,Laboratoire National de Métrologie et d'essais,FR,LOT-0002,Lot 2 - qubits de spin,Lot 2 - qubits de spin,643000,EUR,no awarded supplier,no awarded supplier,Missing: Justification
2023/S 239-751093,2023-12-12,Lunds universitet,SE,1,Closed cycle dilution refrigerator system,"Lund University is issuing an invitation to tender for a closed cycle dilution refrigerator with vector magnet, bottom loading probe and high frequency lines. Scope This is a onetime order for a closed cycle (dry) dilution refrigerator suitable to conduct combined DC and RF electrical measurements at extremely low temperatures and in the presence of vector magnetic fields.",Missing: Amount,Missing: Amount,no awarded supplier,no awarded supplier,Missing: Justification
2016/S 002-001503,2016-01-05,Kungliga Tekniska Högskolan,SE,1,Dilution refrigerator.,The department of applied physics at KTH has a strong experience in non-linear and quantum optics as well as in the realization and study of nano-structures. Studies on quantum devices are usually performed at low temperatures to enable the use of superconducting materials and to reduce dephasing processes. We require a dilution refrigerator able to reach low temperatures (below 20 mK) while providing optical access to the sample.,Missing: Amount,Missing: Amount,BLueFors Cryogenics Oy,Missing: Awarded Supplier Country,Missing: Justification
2022/S 153-436505,2022-08-10,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2020/S 036-084844,2020-02-20,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V. vertreten durch das Max-Planck-Institut für Chemische Physik fester Stoffe,DE,1481630,"Kauf, Lieferung und Installation eines Magnetkryostatsystems","Kauf, Installation und Lieferung eines Magnetkryostat Systems mit hoher Kühlgeschwindigkeit.",638000.00,EUR,Bluefors Oy,FI,Missing: Justification
2025/S 48-155315,2025-03-10,Lehrstuhl für Hochfrequenztechnik,DE,LOT-0001,Verdünnungskryostat,Dilution Refrigerator System,0.01,EUR,Bluefors GmbH,DE,Missing: Justification
2025/S 48-155315,2025-03-10,Lehrstuhl für Hochfrequenztechnik,DE,LOT-0002,Netzwerkanalysator,Netzwerkanalysator,0.01,EUR,Keysight Technologies Deutschland GmbH,DE,Missing: Justification
2025/S 48-155315,2025-03-10,Lehrstuhl für Hochfrequenztechnik,DE,LOT-0003,Spektrumanalysator,Spektrumanalysator,0.01,EUR,Rohde & Schwarz GmbH & Co. KG.,DE,Missing: Justification
2023/S 194-606933,2023-10-09,Aalto University sr,FI,D/486/01.01.04.00/2023,Large-diameter cryogen-free dilution refrigerator,Large-diameter cryogen-free dilution refrigerator,630841.00,EUR,Bluefors Oy,FI,Missing: Justification
2022/S 038-098058,2022-02-23,Technische Universiteit Delft,NL,1,Cryostat Ali Lab,"Het Ali-lab van de TU Delft vraagt ​​om een ​​cryostaat voor hoge doorvoer, maar diepgaande, vaste stoffysica-onderzoeken. Het doel is om het magneto-transportgedrag van kwantummaterialen te onderzoeken, inclusief 2D, topologische, magnetische, ferro-elektrische, magneto-elektrische, multi-ferroïsche en andere soorten materialen, als een functie van temperatuur en magnetisch veld. Dit zal zowel gebeuren in bulkmonsters als in nanodevices, waar DC- en uiteindelijk RF-excitaties zullen worden toegepast.",318278.00,EUR,Kiutra GmbH,DE,Missing: Justification
2017/S 090-178654,2017-05-11,Technische Universität Braunschweig,DE,138-16,Messplatz Spektroskopie.,Messplatz Spektroskopie.,374900,EUR,Coherent GmbH,DE,Missing: Justification
2017/S 090-178654,2017-05-11,Technische Universität Braunschweig,DE,138-16,Missing: Title,Missing: Description,159900,EUR,Hamamatsu GmbH,DE,Missing: Justification
2017/S 090-178654,2017-05-11,Technische Universität Braunschweig,DE,138-16,Missing: Title,Missing: Description,21209.20,EUR,Oxford Instruments GmbH,DE,Missing: Justification
2017/S 090-178654,2017-05-11,Technische Universität Braunschweig,DE,138-16,Missing: Title,Missing: Description,4884,EUR,Pfeiffer Vacuum GmbH,DE,Missing: Justification
2017/S 090-178654,2017-05-11,Technische Universität Braunschweig,DE,138-16,Missing: Title,Missing: Description,12526,EUR,Physik Instruments GmbH & Co. KG,Missing: Awarded Supplier Country,Missing: Justification
2024/S 26-78323,2024-02-06,Universität Ulm,DE,LOT-0000,Mischungskryostat mit Equipment,"Lieferung, Intergration und Installation eines Mischungskryostat mit Equipment, sowie Gewährleistung",Missing: Total Amount value,Missing: Total Amount value,Qinu GmbH,DE,Missing: Justification
2024/S 195-602234,2024-10-07,Københavns Universitet,DK,LOT-0000,SAMPLE BOARDS FOR KIUTRA SYSTEM,"Selve prøven bliver klistret på et ’daughter board’. Disse daughter boards er en brugs-varer siden man nogle gange gerne vil beholde prøverne på boardsne efter de er blevet målt. Vi starter med at bestille 50 daughter boards. For at forbinde kryostaten til daugther boardet skal man have et board system som agerer bindeled. Kiutraen har to prøveholdere, så vi skal have et board system til hver holder, så to systemer i alt. Ét system inkludere: • Et mainboard • En interposer • Et EM skjold • 2x 8-kanal mini-coax cable • 2x nano-D jumper cable, uden nikkel Leverandøren skal blot levere produktet, så installerer vi selv.",30912,EUR,QM Technologies ApS,DK,Komponenterne i boardsne skal være uden ferromagnetiske materialer så som nikkel og jern. Boardet skal være småt nok til at det kan placeres både parallet og vinkelret inde i prøveholderen. Dette er vigtigt da orrienteringen bestemmer hvilken retning kryostatens magnetfelt rammer vores prøve med. Vi har gennem kiutra købt ”brakects” til vores prøveholdere der passer til Quantum Machines QBoard2. Det kan fx være krav til: • Funktionalitet • Kvalitet • Æstetik • Levering (hvordan der leveres) • Installation • Support/oplæring • Holdbarhed/levetid • Energiforbrug
2022/S 192-545386,2022-10-05,Karlsruher Institut für Technologie (KIT),DE,1,Herstellung und Lieferung von Kryostaten,Herstellung und Lieferung von zwei 3He Entmischungskryostaten,1.00,EUR,Qinu GmbH,DE,Missing: Justification
2022/S 125-354163,2022-07-01,Teknologian tutkimuskeskus VTT Oy,FI,2022-104240-001-001,Dilution refrigerator for multiple experiment needs utilising side-loader functionality: Bluefors XLD1000sl with three pulse tubes (3x PT420-RM) and active vibration damping,"XLD1000sl dilution refridgerator, side-loader model to suit project based way of working. The technical features of the dilution refrigerator are following: - cryogen-free dilution refrigerator system with cooling power > 30 uW at 20 mK. - side-loader system with 6 positions on the cryostat frame for flexible experiments - 3 pulse tubes to enable fast cooldown - Basic vibration isolation frame",Missing: Amount,Missing: Amount,Bluefors Oy,FI,Missing: Justification
2017/S 198-408672,2017-10-14,"Paul-Scherrer-Institut (PSI), Strategischer Einkauf",CH,1,Cryogen-free dilution refrigerator and cryomagnet systems for spectroscopy and scattering.,Cryogen-free dilution refrigerator and cryomagnet systems for spectroscopy and scattering.,1342060.00,CHF,Oxford Instruments GmbH,DE,Missing: Justification
2017/S 198-408672,2017-10-14,"Paul-Scherrer-Institut (PSI), Strategischer Einkauf",CH,1,Systèmes de réfrigérateur à dilution sèche et aimants cryogéniques pour la spectroscopie et les expériences de diffusion.,Systèmes de réfrigérateur à dilution sèche et aimants cryogéniques pour la spectroscopie et les expériences de diffusion.,1342060.00,CHF,Oxford Instruments GmbH,DE,Missing: Justification
2025/S 39-126258,2025-02-25,Københavns Universitet,DK,LOT-0000,Dilution Refrigerator,1 dilution refrigerator with bottom loading lock for fast sample exchange,655523,EUR,Bluefors Oy,FI,"There are two companies selling dilution refrigerators with the necessary base temperatures, cooling power, density of wiring options and superconducting vector magnets. Oxford Instruments and Bluefors Oy. As a training lab, we want to be as hardware agnostic as possible for cryogenic setups, thus getting one fridge from each of the suppliers is something we are working on. For this setup the cooling power at base temperature and the maximum number of RF lines to the fast sample exchange stage will allow to maximise the fridge space and number of samples that can be measured at the same time. The 32 lines possible for the given size of fridge considered, is the maximum available on the market when considering the compatibility of the fast sample exchange system with a superconducting vector magnet. Furthermore, since the setup is intended for a training laboratory the included control cart that allows for hands on control, additional to the industry standard computer interface, increases the use of this setup for training purposes."
